Test Start
Normal test...
999981689 9200 0
999981689 9300 0
999981689 9400 0
999981689 9500 0
999981689 9600 0
999981689 9700 0
999981689 9800 0
999981689 9900 0
999981689 10000 0
Normal copy&= test...999847479 5100 0
999754628 5099 0
999445255 5098 0
999398758 5097 0
999398654 5096 0
999296068 5095 0
999170585 5094 0
998819136 5093 0
998754298 5092 0
998644782 5091 0
998413492 5190 0
998400011 5189 0
998338119 5188 0
998196711 5187 0
998107396 5186 0
997987316 5185 0
997623230 5184 0
997571094 5183 0
997539790 5182 0
997479515 5181 0
999847479 5100 0
999754628 5099 0
999445255 5098 0
999398758 5097 0
999398654 5096 0
999296068 5095 0
999170585 5094 0
998819136 5093 0
998754298 5092 0
998644782 5091 0
998413492 5190 0
998400011 5189 0
998338119 5188 0
998196711 5187 0
998107396 5186 0
997987316 5185 0
997623230 5184 0
997539790 5183 0
997479515 5182 0
997337247 5181 0
999847479 5100 0
999754628 5099 0
999445255 5098 0
999398758 5097 0
999398654 5096 0
999296068 5095 0
999170585 5094 0
998819136 5093 0
998754298 5092 0
998644782 5091 0
998413492 5190 0
998400011 5189 0
998338119 5188 0
998196711 5187 0
998107396 5186 0
997987316 5185 0
997623230 5184 0
997539790 5183 0
997479515 5182 0
997337247 5181 0
999847479 5100 0
999754628 5099 0
999445255 5098 0
999398758 5097 0
999398654 5096 0
999296068 5095 0
999170585 5094 0
998819136 5093 0
998754298 5092 0
998644782 5091 0
998413492 5190 0
998400011 5189 0
998338119 5188 0
998196711 5187 0
998107396 5186 0
997987316 5185 0
997623230 5184 0
997539790 5183 0
997479515 5182 0
997337247 5181 0
999847479 5100 0
999754628 5099 0
999445255 5098 0
999398758 5097 0
999398654 5096 0
999296068 5095 0
999170585 5094 0
998819136 5093 0
998754298 5092 0
998644782 5091 0
998413492 5190 0
998400011 5189 0
998338119 5188 0
998196711 5187 0
998107396 5186 0
997987316 5185 0
997623230 5184 0
997539790 5183 0
997479515 5182 0
997337247 5181 0
999882488 5100 0
999711038 5099 0
998987179 5098 0
998685807 5097 0
998662358 5096 0
998599822 5095 0
998141798 5094 0
998103264 5093 0
998078406 5092 0
997908419 5091 0
997669250 5190 0
997380911 5189 0
996973503 5188 0
996857069 5187 0
996817860 5186 0
996597182 5185 0
996582910 5184 0
996056563 5183 0
996001668 5182 0
995910550 5181 0
999882488 5100 0
999711038 5099 0
998987179 5098 0
998685807 5097 0
998662358 5096 0
998599822 5095 0
998141798 5094 0
998103264 5093 0
998078406 5092 0
997908419 5091 0
997669250 5190 0
997380911 5189 0
996973503 5188 0
996857069 5187 0
996817860 5186 0
996582910 5185 0
996056563 5184 0
996001668 5183 0
995910550 5182 0
995604621 5181 0
999882488 5100 0
999711038 5099 0
998987179 5098 0
998685807 5097 0
998662358 5096 0
998599822 5095 0
998141798 5094 0
998103264 5093 0
998078406 5092 0
997908419 5091 0
997669250 5190 0
997380911 5189 0
996973503 5188 0
996857069 5187 0
996817860 5186 0
996707045 5185 0
996582910 5184 0
996056563 5183 0
996001668 5182 0
995910550 5181 0
999882488 5100 0
999711038 5099 0
998987179 5098 0
998685807 5097 0
998662358 5096 0
998599822 5095 0
998141798 5094 0
998103264 5093 0
998078406 5092 0
997908419 5091 0
997669250 5190 0
997380911 5189 0
996973503 5188 0
996857069 5187 0
996817860 5186 0
996582910 5185 0
996056563 5184 0
996001668 5183 0
995910550 5182 0
995687899 5181 0
999882488 5100 0
999711038 5099 0
998987179 5098 0
998685807 5097 0
998662358 5096 0
998599822 5095 0
998141798 5094 0
998103264 5093 0
998078406 5092 0
997908419 5091 0
999385528 5190 0
997669250 5189 0
997380911 5188 0
996973503 5187 0
996857069 5186 0
996817860 5185 0
996582910 5184 0
996056563 5183 0
996001668 5182 0
995910550 5181 0
999930781 5100 0
999846222 5099 0
999450711 5098 0
999231980 5097 0
999207317 5096 0
999186806 5095 0
999180725 5094 0
999176155 5093 0
998895649 5092 0
998856121 5091 0
998693780 5190 0
998504490 5189 0
998496342 5188 0
998345796 5187 0
998254510 5186 0
998087912 5185 0
997829252 5184 0
997620269 5183 0
997507373 5182 0
997503387 5181 0
999930781 5100 0
999846222 5099 0
999450711 5098 0
999231980 5097 0
999207317 5096 0
999186806 5095 0
999180725 5094 0
999176155 5093 0
998895649 5092 0
998856121 5091 0
998693780 5190 0
998504490 5189 0
998345796 5188 0
998087912 5187 0
997829252 5186 0
997620269 5185 0
997507373 5184 0
997503387 5183 0
996865206 5182 0
996850731 5181 0
999930781 5100 0
999846222 5099 0
999450711 5098 0
999231980 5097 0
999207317 5096 0
999186806 5095 0
999180725 5094 0
999176155 5093 0
998895649 5092 0
998856121 5091 0
999549026 5190 0
998693780 5189 0
998504490 5188 0
998345796 5187 0
998087912 5186 0
997829252 5185 0
997620269 5184 0
997507373 5183 0
997503387 5182 0
996865206 5181 0
999930781 5100 0
999846222 5099 0
999450711 5098 0
999231980 5097 0
999207317 5096 0
999186806 5095 0
999180725 5094 0
999176155 5093 0
998895649 5092 0
998856121 5091 0
998693780 5190 0
998504490 5189 0
998345796 5188 0
998087912 5187 0
997829252 5186 0
997620269 5185 0
997507373 5184 0
997503387 5183 0
996865206 5182 0
996850731 5181 0
999930781 5100 0
999846222 5099 0
999450711 5098 0
999231980 5097 0
999207317 5096 0
999186806 5095 0
999180725 5094 0
999176155 5093 0
998895649 5092 0
998856121 5091 0
998693780 5190 0
998504490 5189 0
998345796 5188 0
998087912 5187 0
997841008 5186 0
997829252 5185 0
997620269 5184 0
997507373 5183 0
997503387 5182 0
996865206 5181 0
Advanced test...988760177 100 0
988760177 200 0
999015508 300 0
999015508 400 0
999015508 500 0
999015508 600 0
999015508 700 0
999015508 800 0
999015508 900 0
999015508 1000 0
999015508 1100 0
999015508 1200 0
999015508 1300 0
999015508 1400 0
999015508 1500 0
999015508 1600 0
999015508 1700 0
999015508 1800 0
999015508 1900 0
999877099 2000 0
999877099 2100 0
999877099 2200 0
999877099 2300 0
999877099 2400 0
999877099 2500 0
999877099 2600 0
999877099 2700 0
999877099 2800 0
999896231 2900 0
999896231 3000 0
999896231 3100 0
999896231 3200 0
999896231 3300 0
999896231 3400 0
999896231 3500 0
999896231 3600 0
999896231 3700 0
999896231 3800 0
999896231 3900 0
999896231 4000 0
999896231 4100 0
999896231 4200 0
999896231 4300 0
999896231 4400 0
999896231 4500 0
999896231 4600 0
999896231 4700 0
999896231 4800 0
999896231 4900 0
999896231 5000 0
999896231 5100 0
999896231 5200 0
999896231 5300 0
999896231 5400 0
999896231 5500 0
999896231 5600 0
999896231 5700 0
999896231 5800 0
999989837 5900 0
999989837 6000 0
999989837 6100 0
999989837 6200 0
999989837 6300 0
999989837 6400 0
999989837 6500 0
999989837 6600 0
999989837 6700 0
999989837 6800 0
999989837 6900 0
999989837 7000 0
999989837 7100 0
999989837 7200 0
999989837 7300 0
999989837 7400 0
999989837 7500 0
999989837 7600 0
999989837 7700 0
999989837 7800 0
999989837 7900 0
999989837 8000 0
999989837 8100 0
999989837 8200 0
999989837 8300 0
999989837 8400 0
999989837 8500 0
999989837 8600 0
999989837 8700 0
999989837 8800 0
999989837 8900 0
999989837 9000 0
999989837 9100 0
999989837 9200 0
999989837 9300 0
999989837 9400 0
999989837 9500 0
999989837 9600 0
999989837 9700 0
999989837 9800 0
999989837 9900 0
999989837 10000 0
998730511 100 0
998730511 200 0
998730511 300 0
998730511 400 0
998730511 500 0
998730511 600 0
998730511 700 0
998730511 800 0
998730511 900 0
998730511 1000 0
998730511 1100 0
998730511 1200 0
998730511 1300 0
999390963 1400 0
999390963 1500 0
999390963 1600 0
999390963 1700 0
999390963 1800 0
999390963 1900 0
999390963 2000 0
999390963 2100 0
999565332 2200 0
999565332 2300 0
999565332 2400 0
999565332 2500 0
999565332 2600 0
999565332 2700 0
999565332 2800 0
999565332 2900 0
999565332 3000 0
999565332 3100 0
999565332 3200 0
999565332 3300 0
999565332 3400 0
999565332 3500 0
999565332 3600 0
999565332 3700 0
999565332 3800 0
999565332 3900 0
999565332 4000 0
999565332 4100 0
999565332 4200 0
999565332 4300 0
999565332 4400 0
999565332 4500 0
999565332 4600 0
999565332 4700 0
999565332 4800 0
999565332 4900 0
999565332 5000 0
999565332 5100 0
999565332 5200 0
999565332 5300 0
999565332 5400 0
999565332 5500 0
999565332 5600 0
999565332 5700 0
999565332 5800 0
999565332 5900 0
999565332 6000 0
999565332 6100 0
999565332 6200 0
999565332 6300 0
999565332 6400 0
999565332 6500 0
999565332 6600 0
999565332 6700 0
999565332 6800 0
999565332 6900 0
999565332 7000 0
999565332 7100 0
999565332 7200 0
999565332 7300 0
999565332 7400 0
999565332 7500 0
999565332 7600 0
999885949 7700 0
999885949 7800 0
999885949 7900 0
999885949 8000 0
999885949 8100 0
999885949 8200 0
999885949 8300 0
999885949 8400 0
999885949 8500 0
999885949 8600 0
999885949 8700 0
999885949 8800 0
999885949 8900 0
999885949 9000 0
999885949 9100 0
999885949 9200 0
999885949 9300 0
999885949 9400 0
999885949 9500 0
999885949 9600 0
999885949 9700 0
999885949 9800 0
999885949 9900 0
999885949 10000 0
Advanced copy&= test...999904310 5100 0
999861791 5099 0
999612043 5098 0
999596230 5097 0
999527051 5096 0
999088829 5095 0
999051843 5094 0
998870555 5093 0
998207745 5092 0
998170218 5091 0
997922570 5190 0
997913231 5189 0
997908439 5188 0
997732458 5187 0
997533194 5186 0
997530161 5185 0
997253409 5184 0
996200048 5183 0
996191201 5182 0
996167856 5181 0
999904310 5100 0
999861791 5099 0
999612043 5098 0
999596230 5097 0
999527051 5096 0
999088829 5095 0
999051843 5094 0
998870555 5093 0
998207745 5092 0
998170218 5091 0
997922570 5190 0
997913231 5189 0
997908439 5188 0
997732458 5187 0
997533194 5186 0
997530161 5185 0
997253409 5184 0
996747081 5183 0
996419041 5182 0
996200048 5181 0
999904310 5100 0
999861791 5099 0
999612043 5098 0
999596230 5097 0
999527051 5096 0
999088829 5095 0
999051843 5094 0
998870555 5093 0
998207745 5092 0
998170218 5091 0
997922570 5190 0
997913231 5189 0
997908439 5188 0
997732458 5187 0
997533194 5186 0
997530161 5185 0
997253409 5184 0
996200048 5183 0
996191201 5182 0
996167856 5181 0
999904310 5100 0
999861791 5099 0
999612043 5098 0
999596230 5097 0
999527051 5096 0
999088829 5095 0
999051843 5094 0
998870555 5093 0
998207745 5092 0
998170218 5091 0
999968923 5190 0
997922570 5189 0
997913231 5188 0
997908439 5187 0
997732458 5186 0
997533194 5185 0
997530161 5184 0
997253409 5183 0
996437261 5182 0
996200048 5181 0
999904310 5100 0
999861791 5099 0
999612043 5098 0
999596230 5097 0
999527051 5096 0
999088829 5095 0
999051843 5094 0
998870555 5093 0
998325983 5092 0
998207745 5091 0
998170218 5190 0
997922570 5189 0
997913231 5188 0
997908439 5187 0
997732458 5186 0
997533194 5185 0
997530161 5184 0
997253409 5183 0
996200048 5182 0
996191201 5181 0
999937165 5100 0
999196974 5099 0
998599189 5098 0
998571852 5097 0
998538484 5096 0
998499745 5095 0
998013676 5094 0
997740021 5093 0
997299526 5092 0
996855428 5091 0
996813165 5190 0
996789775 5189 0
996645480 5188 0
996557666 5187 0
996493989 5186 0
995813668 5185 0
995485945 5184 0
995211796 5183 0
995194628 5182 0
994485709 5181 0
999937165 5100 0
999196974 5099 0
998599189 5098 0
998571852 5097 0
998538484 5096 0
998013676 5095 0
997740021 5094 0
997299760 5093 0
996855428 5092 0
996813165 5091 0
996789775 5190 0
996645480 5189 0
996557666 5188 0
996493989 5187 0
995813668 5186 0
995503745 5185 0
995485945 5184 0
995211796 5183 0
995194628 5182 0
994485709 5181 0
999937165 5100 0
999196974 5099 0
998599189 5098 0
998571852 5097 0
998538484 5096 0
998013676 5095 0
997740021 5094 0
996855428 5093 0
996813165 5092 0
996789775 5091 0
996645480 5190 0
996557666 5189 0
996493989 5188 0
996094215 5187 0
995813668 5186 0
995485945 5185 0
995211796 5184 0
995194628 5183 0
995180615 5182 0
994485709 5181 0
999937165 5100 0
999196974 5099 0
998599189 5098 0
998571852 5097 0
998538484 5096 0
998013676 5095 0
997740021 5094 0
996855428 5093 0
996813165 5092 0
996789775 5091 0
996645480 5190 0
996557666 5189 0
996493989 5188 0
995813668 5187 0
995485945 5186 0
995211796 5185 0
995194628 5184 0
994485709 5183 0
994370907 5182 0
994361745 5181 0
999937165 5100 0
999196974 5099 0
998599189 5098 0
998571852 5097 0
998538484 5096 0
998013676 5095 0
997740021 5094 0
996855428 5093 0
996813165 5092 0
996789775 5091 0
996645480 5190 0
996557666 5189 0
996493989 5188 0
995813668 5187 0
995485945 5186 0
995211796 5185 0
995194628 5184 0
994485709 5183 0
994370907 5182 0
994361745 5181 0
Exception test...Accept
